Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2025-06-20; 00:00:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 38°; 48°; 61%; 0%; 0%; 0%; 100.0%; 400°; 64°; 51°; 0%; 19°; 0°; 26°; 0°; 25°; 127°; 127°; 11203; 17177h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.53A; 
2025-06-20; 00:01:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 38°; 48°; 61%; 0%; 0%; 0%; 100.0%; 400°; 64°; 51°; 0%; 19°; 0°; 26°; 0°; 25°; 127°; 127°; 11203; 17177h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-06-20; 00:02:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 38°; 48°; 61%; 0%; 0%; 0%; 100.0%; 400°; 64°; 51°; 0%; 19°; 0°; 26°; 0°; 25°; 127°; 127°; 11203; 17177h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-06-20; 00:03:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 38°; 48°; 61%; 0%; 0%; 0%; 100.0%; 400°; 64°; 51°; 0%; 19°; 0°; 26°; 0°; 25°; 127°; 127°; 11203; 17177h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-06-20; 00:04:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 38°; 48°; 61%; 0%; 0%; 0%; 100.0%; 400°; 64°; 51°; 0%; 19°; 0°; 26°; 0°; 25°; 127°; 127°; 11203; 17177h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-06-20; 00:05:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 38°; 48°; 61%; 0%; 0%; 0%; 100.0%; 400°; 64°; 51°; 0%; 19°; 0°; 26°; 0°; 25°; 127°; 127°; 11203; 17177h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-06-20; 00:06:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 38°; 48°; 61%; 0%; 0%; 0%; 100.0%; 400°; 64°; 51°; 0%; 19°; 0°; 26°; 0°; 25°; 127°; 127°; 11203; 17177h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-06-20; 00:07:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 38°; 48°; 61%; 0%; 0%; 0%; 100.0%; 400°; 64°; 51°; 0%; 19°; 0°; 26°; 0°; 25°; 127°; 127°; 11203; 17177h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-06-20; 00:08:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 38°; 48°; 61%; 0%; 0%; 0%; 100.0%; 400°; 64°; 51°; 0%; 19°; 0°; 26°; 0°; 25°; 127°; 127°; 11203; 17177h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-06-20; 00:09:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 38°; 48°; 61%; 0%; 0%; 0%; 100.0%; 400°; 64°; 51°; 0%; 19°; 0°; 26°; 0°; 25°; 127°; 127°; 11203; 17177h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-06-20; 00:10:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 38°; 48°; 61%; 0%; 0%; 0%; 100.0%; 400°; 64°; 51°; 0%; 19°; 0°; 26°; 0°; 25°; 127°; 127°; 11203; 17177h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-06-20; 00:11:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 38°; 48°; 61%; 0%; 0%; 0%; 100.0%; 400°; 64°; 51°; 0%; 19°; 0°; 26°; 0°; 25°; 127°; 127°; 11203; 17177h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
